bank_name,txn_id,amount,hour,day_of_week,is_weekend,device_risk_score,location_risk_score,user_behavior_score,outcome
ICICI CURRENT,TXN-5175362,-100.0,18,5,1,0.5607679055340632,0.23770429885545874,0.6169437077365727,0
HDFC SAVI,TXN3595644,90622.0,0,6,1,0.42541199059181856,0.4258797409440582,0.9365196216642128,0
ICICI CURRENT,TXN4161172,48160.0,23,0,0,0.03456121883439667,0.36288103433947394,0.918833292172679,1
KOTAK SAVINGS,TXN631152,92625.0,1,6,1,0.9902686968900596,0.8466271078388726,0.5539943623211253,1
ICICI CURRENT,6833338,66489.0,21,2,0,0.2639880219357973,0.43929875929752626,0.6039038708753899,0
KOTAK SAVINGS,TXN2352550,3387.0,3,5,1,0.08313982792246988,0.6881663365170705,0.498274480398036,1
ICICI CURR,TXN9665482,12148.0,0,2,0,0.6841827350298597,0.850927445934777,0.2351115878383494,0
ICICI CURRENT,TXN4569984,422.0,16,5,1,0.9184086769247098,0.10092321674785254,0.8233025434441911,1
UNKNOWN,TXN8750368,28595.0,4,1,0,0.7046764835103452,0.5096218390575579,0.18897389079712257,0
SBI SAVINGS,TXN7016384,50918.0,13,6,1,0.13301044277314933,0.09156635307816796,0.4576266024613924,1
SBI SAVINGS,TXN-3101788,33914.0,2,5,1,0.694689146283433,0.8725417820294018,0.6690096687446866,0
SBI SAVINGS,TXN7980079,96320.0,19,4,0,0.48540427681074816,0.45242301286282194,0.49411519701209206,1
AXIS SAVINGS,TXN4926244,72730.0,22,4,0,0.091224661953627,0.9668692157165579,0.4822408713920504,1
SBI SAVINGS,TXN4402329,2893.0,8,5,1,0.8968866406209595,0.9683415957088596,0.4100642826378831,1
AXIS SAVINGS,TXN6908181,500000.0,13,1,0,0.699423114186547,0.7586496023537597,0.47109640429056343,0
HDFC SAVINGS,TXN-5181438,40001.0,1,6,1,0.8780325167809284,0.7062932123793644,0.073373956834068,0
BOB SAVINGS,TXN5327232,95314.0,18,1,0,0.2574215443461767,0.7659415863837279,0.9294303610041404,0
ICICI CURRENT,TXN1062488,90297.0,18,0,0,0.9714680892780079,0.9770797745436969,0.3315135265567044,1
BOB SAVINGS,TXN278,61395.0,7,3,0,0.3544500635131026,0.4717727973448874,0.5517725133044562,0
KOTAK SAVINGS,TXN315,41751.0,1,4,0,0.6399336056305631,0.9605992413530393,0.6550534134393448,0
HDFC SAVINGS,TXN6607717,46017.0,4,0,0,0.958473500816468,0.07953922139734726,0.019825662874429106,1
HDFC SAVINGS,TXN5990667,87533.0,4,3,0,0.16712890639149047,0.9278583165276598,0.9131401686959603,1
ICICI CURRENT,TXN5040874,66506.0,1,6,1,0.5232927556099016,0.8577011220526667,0.7162005298520636,1
HDFC SAVI,TXN9649149,37262.0,9,5,1,0.5749537058412387,0.19836879119400275,0.8865056363932665,0
ICICI CURR,TXN693501,73182.0,16,3,0,0.09476337624461473,0.7396307689945837,0.05963378239739603,0
KOTAK SAVINGS,TXN5851917,70976.0,1,0,0,0.8791139942489892,0.7930114474963383,0.6917299277936898,1
KOTAK SAVINGS,TXN-4448958,25022.0,8,5,1,0.5189055419614622,0.5814769606621968,0.034851070117028926,0
HDFC SAVINGS,TXN6501481,43233.0,9,6,1,0.40120025561648287,0.12368925780381401,0.4974448982487796,1
ICICI CURRENT,TXN7567579,14433.0,23,6,1,0.26829905410080246,0.9418206571623742,0.5399211127215382,1
HDFC SAVI,TXN872661,13454.0,1,6,1,0.17418675952858964,0.875482378464658,0.14221221306296916,0
HDFC SAVINGS,TXN7648514,7823.0,19,0,0,0.6255934648147574,0.3789758272723296,0.7998414364993274,1
BOB SAVINGS,TXN9850523,74295.0,13,5,1,0.4050396163405059,0.2943329645047861,0.6153473729998845,0
AXIS SAVINGS,TXN5382444,65569.0,11,5,1,0.4477225497215448,0.7043324318897024,0.33061706508159017,1
HDFC SAVINGS,TXN2643341,28460.0,2,1,0,0.907450402564676,0.2794818080186112,0.6044545290857039,1
KOTAK SAVINGS,TXN8458225,54753.0,23,0,0,0.7797259255310466,0.0762949786998709,0.6257291426046575,1
SBI SAVINGS,TXN7227455,38276.0,22,6,1,0.08640612969466999,0.13602272361369983,0.40965440746558146,1
KOTAK SAVINGS,ABC1233908,11255.0,20,0,0,0.7726111656066377,0.2047333938656981,0.34661946486734485,0
ICICI CURRENT,TXN8639139,0.0,11,5,1,0.1325182392157751,0.9746125098244238,0.12305769167805192,0
HDFC SAVINGS,TXN1374945,23117.0,16,2,0,0.9303930696512083,0.48679062443062726,0.40483430291965894,1
AXIS SAVINGS,TXN4617410,23363.0,15,4,0,0.30210608064839584,0.22930903312031004,0.5486912662093353,1
AXIS SAVINGS,TXN8825207,7575.0,13,3,0,0.37118390066167617,0.17369743820500883,0.5840308804431303,1
AXIS SAVINGS,TXN9281639,55472.0,20,2,0,0.869129434295579,0.19961195954288258,0.6974082740498616,1
HDFC SAVINGS,TXN1346099,47813.0,23,1,0,0.12873648241197155,0.5337078078716747,0.30829919227708047,1
HDFC SAVINGS,TXN5246750,28462.0,2,2,0,0.47673586537304546,0.16802384166256645,0.9948947965009928,1
ICICI CURR,TXN5274746,95045.0,16,4,0,0.34416716828455884,0.49906246385595443,0.6465700551143536,0
ICICI CURR,TXN1234444,72411.0,15,4,0,0.9046279258001638,0.11588423072664189,0.7866266646435993,0
ICICI CURRENT,TXN365894,99604.0,22,6,1,0.4524258828932568,0.7617635053011077,0.0911327325212965,1
SBI SAVINGS,TXN6370180,56655.0,20,5,1,0.6304735776415628,0.5743229720257723,0.7547725383068066,1
HDFC SAVINGS,TXN1933085,88747.0,0,2,0,0.4165855756642832,0.8664865434704918,0.1861312786763285,1
KOTAK SAVINGS,TXN8264806,57327.0,0,2,0,0.015814130611859545,0.9448901929377002,0.9710912652249847,1
UNKNOWN,3747396,48337.0,11,1,0,0.47491977519834705,0.11587658081160412,0.9017018747161655,0
ICICI CURRENT,TXN7227390,89129.0,22,0,0,0.5161890057877114,0.7907077916080251,0.3619024158852088,1
HDFC SAVI,TXN8541193,80403.0,16,1,0,0.8946340569972691,0.17945787945947367,0.8789857931690744,0
UNKNOWN,TXN848322,2921.0,14,3,0,0.7602858946028052,0.002447873596323702,0.1153847169618939,0
KOTAK SAVINGS,TXN3044138,6112.0,7,0,0,0.43898416389684514,0.08687116640248338,0.5523746010045535,1
HDFC SAVINGS,TXN1272535,6961.0,10,2,0,0.37104876579428325,0.7493465141440143,0.5790157290087676,1
UNKNOWN,TXN8247287,65437.0,22,2,0,0.09358191910753699,0.5912311623058493,0.49166898394348235,0
ICICI CURRENT,TXN4953479,64249.0,8,6,1,0.594345251733784,0.25226455955660254,0.7614472231622088,1
KOTAK SAVINGS,TXN1035892,12145.0,14,1,0,0.6633767353864484,0.30145978072643287,0.1270355440005727,1
UNKNOWN,TXN9198986,54424.0,21,4,0,0.12948084464485443,0.6759632961831156,0.8442764899891798,0
SBI SAVINGS,TXN9791225,91612.0,19,3,0,0.6421693720072176,0.28509226595629134,0.4680377156672798,1
ICICI CURRENT,TXN-5360302,29792.0,1,6,1,0.3353404780682916,0.706446743644689,0.9590177098113609,0
HDFC SAVI,TXN1111837,48607.0,8,6,1,0.16619205545441706,0.28771974477484086,0.5888113155559752,0
HDFC SAVINGS,TXN6926275,77088.0,20,6,1,0.6352613046772276,0.22190628085895758,0.7419527264206313,1
ICICI CURRENT,ABC6205857,24224.0,0,0,0,0.5505844957273184,0.5721443723206534,0.7630667106774776,0
SBI SAVING,TXN1315759,3596.0,13,0,0,0.6070295495132686,0.6728088619146614,0.8191087999164086,0
ICICI CURRENT,TXN1339168,84404.0,3,2,0,0.49995373832233214,0.1744047725452007,0.11520753860718236,1
ICICI CURRENT,2623683,48774.0,4,5,1,0.2528505996770549,0.769981632971547,0.9368632632850191,0
ICICI CURR,TXN197620,69162.0,17,0,0,0.05479113435633687,0.9984736845350288,0.3583096830647384,0
SBI SAVING,TXN4927177,72687.0,3,5,1,0.38471446170986057,0.5248020375681086,0.06583734717925893,0
AXIS SAVINGS,TXN3342444,56616.0,13,6,1,0.8792141327696013,0.9696704716857255,0.7308068014854624,1
AXIS SAVINGS,TXN1021788,81820.0,2,0,0,0.747559321202525,0.8092418168001502,0.3258404669979754,1
HDFC SAVINGS,TXN5989737,66707.0,5,1,0,0.8036490630604574,0.09132244005330847,0.8749782543465391,1
ICICI CURRENT,TXN6397257,90184.0,20,2,0,0.013919503667312205,0.5790062459524785,0.1448164798909407,1
AXIS SAVINGS,7052884,6320.0,21,6,1,0.9928545834655316,0.5289117329654475,0.5753970935575501,0
SBI SAVING,TXN5625969,72673.0,19,5,1,0.9852799474290439,0.06574040243955392,0.8010397302314743,0
AXIS SAVINGS,TXN5097202,44341.0,19,0,0,0.5543940286464739,0.4620816677316233,0.9154826066806725,1
SBI SAVINGS,TXN1411356,0.0,21,3,0,0.39809846640387736,0.5852014626689775,0.7716644148675904,0
KOTAK SAVINGS,TXN6391063,96362.0,22,2,0,0.6379781756531884,0.7311400397533495,0.23156319877610454,1
SBI SAVINGS,TXN2914850,38655.0,18,6,1,0.09233975303635866,0.7701458200274809,0.6493068829755434,1
KOTAK SAVINGS,ABC4391477,79802.0,8,5,1,0.043184236456999425,0.7303545627051575,0.2719093046394978,0
KOTAK SAVINGS,2247691,20471.0,19,6,1,0.5877156378585556,0.7322679371103356,0.7109562227677338,0
HDFC SAVINGS,TXN2594117,78118.0,6,0,0,0.9701535679215165,0.05294136124489568,0.9456416967053796,1
UNKNOWN,TXN3778684,21713.0,10,5,1,0.1505237233332174,0.3968213969230292,0.03027250403824333,0
KOTAK SAVINGS,TXN459,81778.0,2,1,0,0.16539615744149216,0.26647324309555687,0.8913178737187247,0
AXIS SAVINGS,TXN-6528577,25705.0,21,3,0,0.22987043454817602,0.5493256690120225,0.3899835813102194,0
HDFC SAVINGS,TXN2954430,18281.0,14,0,0,0.8205498284923363,0.05676958256884346,0.8657827852469508,1
SBI SAVINGS,TXN-1940237,2954.0,18,6,1,0.9084942513366362,0.6677170516418508,0.6175856779093686,0
ICICI CURR,TXN1537553,84344.0,3,5,1,0.26697485877284854,0.2572489444186017,0.5596779562290756,0
ICICI CURR,TXN5203208,12468.0,3,6,1,0.21302032098487234,0.7990937212127304,0.17244552848224504,0
SBI SAVING,TXN7198323,24480.0,1,4,0,0.6113178165067392,0.4822619189796783,0.6144431434087466,0
HDFC SAVI,TXN9436169,88625.0,15,5,1,0.582738931414786,0.3624685693540506,0.9198978692387965,0
SBI SAVINGS,TXN4714839,27811.0,7,2,0,0.8875969176082205,0.76290083258929,0.8674056195924268,1
AXIS SAVINGS,TXN7390527,2752.0,13,3,0,0.3456308929806182,0.07274449764112145,0.4762207583847561,1
ICICI CURRENT,TXN5102960,53375.0,3,1,0,0.02504580848846072,0.6762823014464379,0.06233741000264459,1
KOTAK SAVINGS,TXN3846559,23882.0,20,5,1,0.825297411019376,0.5537052766757511,0.0851526143589153,1
HDFC SAVINGS,TXN9626546,23586.0,14,3,0,0.6160344716189553,0.16748201330053758,0.8378394191050323,1
AXIS SAVINGS,TXN9223564,-100.0,13,2,0,0.18443190186135872,0.21613064250131997,0.2850414176448327,0
SBI SAVINGS,TXN7940460,33338.0,14,1,0,0.594793471672893,0.8260488477124824,0.7461831125691109,1
ICICI CURRENT,TXN2242421,8760.0,8,4,0,0.5889642158457398,0.8107932416018524,0.535559854175416,1
ICICI CURRENT,TXN7811048,87933.0,7,2,0,0.7383732712530249,0.026168138337933744,0.8599488985183878,1
AXIS SAVINGS,TXN5331735,0.0,3,1,0,0.9863299793326556,0.525989014296185,0.561380798170347,0
SBI SAVINGS,TXN3302066,75192.0,2,4,0,0.5103710424092065,0.47145553085113545,0.36497592151303593,1
AXIS SAVINGS,TXN534,81284.0,14,5,1,0.51271257966419,0.5154221718701897,0.3740056154819912,0
SBI SAVINGS,TXN3596269,30779.0,11,5,1,0.747650397960598,0.452827803960858,0.4544905931658204,1
UNKNOWN,ABC8868393,22829.0,5,5,1,0.25532962440843965,0.39692385909227035,0.6411469690335351,0
HDFC SAVINGS,ABC4953267,69585.0,4,3,0,0.8407575879898589,0.27193385991240526,0.8605411182168008,0
AXIS SAVINGS,TXN4552503,12263.0,14,2,0,0.39294756374186657,0.93659542182739,0.6399545883495158,1
UNKNOWN,TXN9738572,91178.0,20,3,0,0.14988486880437013,0.41324057552789284,0.3102808294540895,0
HDFC SAVINGS,TXN6169694,23537.0,6,0,0,0.11075428535604293,0.08419140040241757,0.5017945609470471,1
AXIS SAVINGS,TXN8537317,55813.0,7,3,0,0.8846490973976132,0.0677823407129543,0.030591127846373523,1
KOTAK SAVINGS,TXN5491012,96725.0,3,1,0,0.20860772712321185,0.43672717308071474,0.690019888863465,1
HDFC SAVINGS,TXN5398629,27944.0,10,3,0,0.8519428602187867,0.023016591354532046,0.6253548482770669,1
SBI SAVINGS,TXN1723938,796.0,15,3,0,0.027322957284606764,0.9622750364419149,0.7487759857650342,1
ICICI CURRENT,TXN2848674,25797.0,12,0,0,0.8443969152012445,0.3052151040743817,0.7753217379652473,1
KOTAK SAVINGS,7593240,79969.0,9,5,1,0.8044687524623366,0.6188267946423144,0.5795702031618322,0
UNKNOWN,TXN4076763,70822.0,3,6,1,0.33616993377456583,0.07499958555448338,0.49189692024028775,0
HDFC SAVINGS,TXN7852553,44406.0,17,5,1,0.4200277184621918,0.1400812079005932,0.4885675792261175,1
HDFC SAVI,TXN276501,30832.0,21,1,0,0.7851787746373422,0.514455265255737,0.3316090141068949,0
UNKNOWN,TXN4316985,36318.0,3,0,0,0.09605293274020732,0.2823850212595319,0.3445719541957857,0
UNKNOWN,TXN3559963,52029.0,8,0,0,0.27521352736545013,0.2818682161098506,0.328591898150581,0
SBI SAVINGS,TXN8354268,14893.0,12,6,1,0.8668743367569005,0.25518577307306356,0.4941001493974684,1
HDFC SAVINGS,TXN2174656,79726.0,7,5,1,0.0040239474901532235,0.937846579004087,0.14964549570630803,1
HDFC SAVINGS,TXN4155797,75835.0,16,5,1,0.45516658614032834,0.5212422109507744,0.486791840716676,1
SBI SAVINGS,TXN472359,99361.0,3,2,0,0.8264062847802324,0.8526634336275619,0.045927984152292156,1
KOTAK SAVINGS,TXN5287177,3830.0,4,2,0,0.4401066867242871,0.1283318260029005,0.17100348680652788,1
SBI SAVINGS,TXN6362866,84623.0,10,3,0,0.5355728923983802,0.09096919633550105,0.7471307905046627,1
SBI SAVING,TXN6995326,53255.0,14,2,0,0.069514942051763,0.08372123364828021,0.2736077606625681,0
HDFC SAVINGS,TXN1947602,40191.0,6,0,0,0.12061327315892001,0.403515997917005,0.7965543195275148,1
UNKNOWN,TXN3683036,47950.0,13,1,0,0.3100024928799109,0.7533212875687773,0.7627294262739243,0
ICICI CURRENT,TXN-6396214,98550.0,21,2,0,0.12370464421089311,0.654899138183594,0.23991430322198237,0
KOTAK SAVINGS,TXN3369014,26614.0,22,4,0,0.4647547351933574,0.6599837671255581,0.5117959764625107,1
HDFC SAVI,TXN4753289,76160.0,23,0,0,0.9779187363071488,0.9812089960939601,0.9804236260839613,0
HDFC SAVINGS,TXN2269590,62331.0,14,0,0,0.8924214582303691,0.718674344914115,0.17112533774880534,1
HDFC SAVINGS,TXN2110997,99231.0,8,1,0,0.8917366795595415,0.07153941547519871,0.35324151522683733,1
KOTAK SAVINGS,3043160,66145.0,3,4,0,0.6020919725456227,0.28500414639075655,0.13784064730259338,0
ICICI CURRENT,TXN3098640,91559.0,5,0,0,0.7088087109763197,0.5605097618211887,0.7664514151531285,1
SBI SAVINGS,TXN-9171796,42806.0,20,0,0,0.9359178040884384,0.3481493476469635,0.3557395138364857,0
KOTAK SAVINGS,TXN4267463,61570.0,15,0,0,0.45088405300008705,0.714608330028399,0.6203056685952146,1
AXIS SAVINGS,TXN5398465,500000.0,16,3,0,0.40094657761228136,0.3703419078921356,0.7164653773959645,0
ICICI CURRENT,TXN3054737,32413.0,14,6,1,0.33917129907078736,0.5090142914470723,0.686009494831487,1
SBI SAVINGS,TXN9638765,11137.0,11,6,1,0.8003238271536735,0.8601644372037783,0.9822658292862256,1
KOTAK SAVINGS,TXN7994693,20772.0,7,6,1,0.8929798059283371,0.12635551801435985,0.6293408430123237,1
HDFC SAVINGS,TXN8243944,0.0,19,2,0,0.5527191665234982,0.560904206736423,0.1680023008633803,0
ICICI CURRENT,TXN9581821,47549.0,4,4,0,0.07899747221259412,0.6582725997166149,0.6716962847722998,1
HDFC SAVINGS,TXN6180128,38149.0,11,2,0,0.882920772253161,0.38631401745960936,0.42463960900533493,1
ICICI CURRENT,TXN1287706,67649.0,10,3,0,0.9484401237644428,0.25695808716760293,0.833583724899347,1
HDFC SAVINGS,TXN4662887,33425.0,2,5,1,0.48313119423677775,0.4002168914981544,0.750968966339995,1
AXIS SAVINGS,TXN3484709,43544.0,2,3,0,0.9152948004344037,0.10182648093835478,0.6685931329947581,1
UNKNOWN,1919398,98713.0,15,6,1,0.44564980132439247,0.07757201044170958,0.31585882937195375,0
UNKNOWN,TXN1300101,47760.0,22,3,0,0.2156916023934241,0.153721846329125,0.42761255699382605,0
ICICI CURRENT,TXN-4649013,6612.0,18,2,0,0.3502319704395954,0.5822078684269565,0.3785348400495605,0
AXIS SAVINGS,TXN9700295,67486.0,11,5,1,0.1784370062407763,0.7214970765734737,0.5908586063145111,1
UNKNOWN,TXN2486202,33597.0,1,0,0,0.6434682950503603,0.8070488636570325,0.6118687519995043,0
SBI SAVINGS,TXN3134194,11692.0,11,2,0,0.9131823426695265,0.2221449279173131,0.6620972163458629,1
AXIS SAVINGS,TXN391820,14907.0,17,4,0,0.4925124655026485,0.33051008180419306,0.40823021310325314,1
BOB SAVINGS,TXN6057407,92421.0,9,6,1,0.8075760942571126,0.5498984459741876,0.8959415146473043,0
HDFC SAVI,TXN3796624,3250.0,12,1,0,0.576837805044646,0.04575304459023222,0.6605835423911273,0
ICICI CURRENT,TXN997026,25267.0,7,0,0,0.4433855850288695,0.020825523039357363,0.07434988155754207,1
AXIS SAVINGS,TXN7360427,43576.0,2,1,0,0.5350581715162521,0.903699782688481,0.1555696243356378,1
ICICI CURRENT,TXN6793198,64240.0,21,6,1,0.07834627242715597,0.6153355753465969,0.08821746794519436,1
UNKNOWN,TXN2634339,52173.0,21,0,0,0.007463019032974194,0.9650698911104829,0.032252448759601315,0
ICICI CURRENT,TXN5157033,29726.0,22,5,1,0.940328581976468,0.2447612877152916,0.09413193018564925,1
SBI SAVINGS,TXN5968209,43568.0,4,5,1,0.6830081508617984,0.7612051709476738,0.21600993369706023,1
SBI SAVING,TXN8909774,28325.0,22,4,0,0.03494898039047023,0.090622982893385,0.5926247353861251,0
BOB SAVINGS,TXN9739957,79132.0,11,6,1,0.9209882494094404,0.007190463265145941,0.6682210878849604,0
ICICI CURRENT,TXN5797697,36318.0,18,2,0,0.42830697991091105,0.306665587609927,0.25003763828293546,1
AXIS SAVINGS,TXN480932,375.0,18,2,0,0.16544267765373588,0.8929046441221986,0.6028158220051297,1
SBI SAVINGS,TXN633,14875.0,14,3,0,0.3520526026091,0.9107908934747353,0.4852792945951758,0
ICICI CURRENT,TXN3400651,64961.0,5,0,0,0.21161704237345402,0.24449263103218766,0.11097939143697577,1
HDFC SAVINGS,TXN6103935,38077.0,1,0,0,0.9302961014712511,0.16438907044134288,0.22813193258273334,1
HDFC SAVINGS,ABC408836,94984.0,3,2,0,0.05317210774952519,0.08523839516730791,0.9907812599667379,0
SBI SAVINGS,TXN-1477091,76057.0,15,6,1,0.21944437888809953,0.6531674536874537,0.7457352440930346,0
KOTAK SAVINGS,TXN808757,22009.0,2,5,1,0.17596664244556415,0.7797049970997142,0.8659633824867724,1
BOB SAVINGS,TXN5882457,21113.0,6,3,0,0.8100000343736475,0.27068996571521375,0.8208629162927702,0
ICICI CURRENT,TXN1442536,21627.0,18,0,0,0.9021741197954015,0.9278884482945541,0.7989101833400933,1
ICICI CURR,TXN-1879605,39870.0,21,5,1,0.08578698040060162,0.4561818211571078,0.5064007295977209,0
AXIS SAVINGS,TXN8352397,0.0,19,0,0,0.6877930561142189,0.222807430072004,0.8306440724614532,0
AXIS SAVINGS,3416049,37850.0,13,1,0,0.5619172545905672,0.65254203211269,0.7738573718317219,0
ICICI CURRENT,TXN2249905,11998.0,4,4,0,0.40879467300808103,0.6397763240437412,0.9776204232754402,1
KOTAK SAVINGS,TXN6838982,67121.0,21,6,1,0.5339289699575355,0.24192695598571246,0.49283047353404874,1
BOB SAVINGS,TXN7570917,98278.0,21,4,0,0.38622991455456,0.47549489465567385,0.6355901030038663,0
ICICI CURRENT,9453234,13890.0,6,2,0,0.3520766066073058,0.49077101574749926,0.9001989019112971,0
SBI SAVING,TXN-7236215,29446.0,7,4,0,0.3959526374718245,0.481523747479205,0.12805529146516725,0
KOTAK SAVINGS,TXN6274475,12791.0,14,4,0,0.15760388036957818,0.6796722670410044,0.9149152418088552,1
HDFC SAVINGS,2575916,12630.0,9,5,1,0.5680485131987375,0.07224826262769324,0.7030668772678146,0
KOTAK SAVINGS,TXN9181932,75438.0,1,0,0,0.27189312488799566,0.6935447916629628,0.6682128072499999,1
ICICI CURR,TXN5914606,48383.0,15,0,0,0.44543154203575386,0.025993009343252882,0.029723469842756423,0
ICICI CURRENT,TXN4028944,7805.0,11,6,1,0.073074722690596,0.2914117190235471,0.7990057756472284,1
SBI SAVINGS,TXN9020438,24511.0,13,0,0,0.6731410658347505,0.2620783546540243,0.8973788809763025,1
AXIS SAVINGS,TXN6859110,77438.0,9,2,0,0.2395782473678394,0.10185816420304172,0.3447639098129067,1
KOTAK SAVINGS,TXN7118181,68909.0,3,1,0,0.5734226792844711,0.2648531547096573,0.5763337833951514,1
AXIS SAVINGS,TXN4253959,29606.0,18,6,1,0.9243269630426978,0.0054910495386892855,0.8850579136569164,1
AXIS SAVINGS,TXN7321114,97002.0,6,3,0,0.9943768165049572,0.8407615378270457,0.34614292643429223,1
SBI SAVINGS,TXN-1084721,2037.0,21,3,0,0.34577936909229057,0.4765535817914388,0.3097635283920812,0
KOTAK SAVINGS,TXN2325604,95381.0,9,4,0,0.5975844301952978,0.6633432715473475,0.7667961423952544,1
HDFC SAVINGS,TXN1542796,8003.0,12,6,1,0.48803638285419193,0.16524656699837525,0.6003555507831663,1
KOTAK SAVINGS,TXN5649476,0.0,8,6,1,0.2698517403456846,0.6207054968000881,0.9570626321978061,0
KOTAK SAVINGS,TXN743,22929.0,19,5,1,0.4533263683406926,0.1705739095017681,0.22252877152580608,0
SBI SAVINGS,TXN1489683,12853.0,22,2,0,0.08338684600634227,0.611415804213893,0.4484144739528887,1
AXIS SAVINGS,TXN5241815,42495.0,12,3,0,0.7933612825586889,0.018761119992393827,0.7327600068504486,1
AXIS SAVINGS,TXN4275958,83990.0,0,4,0,0.9288973045288323,0.7522157303249369,0.05273789628907177,1
KOTAK SAVINGS,TXN6904977,24719.0,20,4,0,0.688968769392661,0.0583975266001826,0.243985945550391,1
BOB SAVINGS,TXN1261362,89057.0,22,0,0,0.889529234982881,0.8109134564964243,0.5632385528712848,0
SBI SAVING,TXN8678534,91824.0,11,0,0,0.31662832606943325,0.17485353311392926,0.4833387560713116,0
SBI SAVINGS,TXN-3600144,99119.0,0,2,0,0.33024310470252916,0.1563869984335241,0.2372733071581501,0
ICICI CURR,TXN8953326,49352.0,9,5,1,0.5123872350950229,0.43553249448245,0.31367940077990775,0
ICICI CURRENT,TXN5794131,6552.0,12,4,0,0.6062136898717148,0.2000280679975468,0.7815680695482563,1
HDFC SAVINGS,TXN230,24396.0,3,5,1,0.8746896640735626,0.4080654525047269,0.8696513141575588,0
SBI SAVINGS,TXN4466547,69569.0,10,3,0,0.9426169024876391,0.18302004019666507,0.19382430232772052,1
KOTAK SAVINGS,TXN422236,79650.0,7,1,0,0.8103864608656673,0.2435612492238377,0.8601854434355192,1
HDFC SAVINGS,7520536,69448.0,16,2,0,0.9265757314752262,0.3879256753735103,0.5706179535749735,0
KOTAK SAVINGS,TXN7061087,91343.0,15,5,1,0.7863681693444088,0.8049530895087492,0.4829418678765178,1
AXIS SAVINGS,TXN7309042,96591.0,18,5,1,0.8822053133584595,0.05924726274824588,0.7724206380240413,1
SBI SAVING,TXN5679445,19641.0,7,4,0,0.5570746401228595,0.9460169338192387,0.1821559042226354,0
HDFC SAVINGS,ABC1147086,0.0,15,3,0,0.5612914615957859,0.6041909122244418,0.7828954590419783,0
SBI SAVINGS,TXN778760,7608.0,4,1,0,0.6810162607270125,0.3858902888524204,0.35883444390258346,1
KOTAK SAVINGS,TXN678511,31031.0,18,1,0,0.5858440515186982,0.1495845033910128,0.6675639976218071,1
SBI SAVING,2395877,3707.0,19,2,0,0.5816045461458056,0.4691075575048237,0.5727641184720806,0
